Date,High,Low,Open,Close,Volume,Adj Close
2020-08-10,1380.0,1346.199951171875,1349.0,1360.199951171875,2960056.0,1360.199951171875
2020-08-11,1385.0,1357.1500244140625,1373.0,1364.5999755859375,2502925.0,1364.5999755859375
2020-08-12,1354.8499755859375,1333.550048828125,1350.0,1335.0999755859375,3840190.0,1335.0999755859375
2020-08-13,1358.5,1333.949951171875,1341.9000244140625,1336.25,3331328.0,1336.25
2020-08-14,1346.800048828125,1302.300048828125,1337.550048828125,1307.449951171875,3331502.0,1307.449951171875
2020-08-17,1333.550048828125,1312.199951171875,1320.0999755859375,1327.550048828125,2831340.0,1327.550048828125
2020-08-18,1374.949951171875,1318.0,1318.5999755859375,1369.3499755859375,4261949.0,1369.3499755859375
2020-08-19,1380.9000244140625,1349.949951171875,1372.3499755859375,1355.5999755859375,3396764.0,1355.5999755859375
2020-08-20,1350.0,1330.1500244140625,1343.0,1338.3499755859375,2841389.0,1338.3499755859375
2020-08-21,1352.0,1331.050048828125,1342.0,1339.4000244140625,2485166.0,1339.4000244140625
2020-08-24,1396.5,1342.3499755859375,1347.5999755859375,1387.25,6029138.0,1387.25
2020-08-25,1405.0,1380.550048828125,1392.0,1400.0999755859375,4562237.0,1400.0999755859375
2020-08-26,1441.6500244140625,1403.199951171875,1410.0,1436.699951171875,5718648.0,1436.699951171875
2020-08-27,1445.8499755859375,1411.550048828125,1441.0,1420.0,4283571.0,1420.0
2020-08-28,1474.0,1401.0,1410.0,1467.0999755859375,10645702.0,1467.0999755859375
2020-08-31,1501.5,1374.0,1488.0,1401.3499755859375,6973753.0,1401.3499755859375
2020-09-01,1442.0,1386.0999755859375,1419.8499755859375,1430.6500244140625,4258214.0,1430.6500244140625
2020-09-02,1437.5,1407.1500244140625,1425.0,1423.5,3325250.0,1423.5
2020-09-03,1437.0,1390.0,1433.800048828125,1396.699951171875,2395149.0,1396.699951171875
2020-09-04,1394.699951171875,1354.0,1380.0,1380.050048828125,4101756.0,1380.050048828125
2020-09-07,1379.0,1356.4000244140625,1379.0,1368.75,2321547.0,1368.75
2020-09-08,1372.1500244140625,1347.699951171875,1371.9000244140625,1350.699951171875,2823869.0,1350.699951171875
2020-09-09,1350.25,1313.0999755859375,1343.0,1326.1500244140625,3443401.0,1326.1500244140625
2020-09-10,1343.050048828125,1315.0999755859375,1330.0,1319.5,3289948.0,1319.5
