Date,High,Low,Open,Close,Volume,Adj Close
2020-08-10,16859.94921875,16640.0,16789.94921875,16665.75,64144.0,16444.86328125
2020-08-11,16785.650390625,16581.0,16725.0,16622.80078125,37873.0,16402.484375
2020-08-12,16622.05078125,16450.0,16582.05078125,16540.849609375,82163.0,16321.619140625
2020-08-13,16661.94921875,16458.400390625,16462.0,16474.19921875,66303.0,16255.8515625
2020-08-14,16549.0,16305.0498046875,16487.0,16354.7001953125,59434.0,16137.9365234375
2020-08-17,16524.5,16313.75,16450.0,16422.900390625,62584.0,16205.232421875
2020-08-18,16624.599609375,16311.0,16400.0,16554.599609375,104400.0,16335.185546875
2020-08-19,16553.25,16315.5,16500.0,16345.75,125005.0,16129.1044921875
2020-08-20,16340.0,16185.25,16300.0,16211.9501953125,98085.0,15997.078125
2020-08-21,16690.0,16250.0,16322.5,16561.94921875,144143.0,16342.439453125
2020-08-24,16707.900390625,16401.0,16580.0,16478.80078125,74072.0,16260.3916015625
2020-08-25,16477.94921875,16265.0,16456.0,16288.2001953125,108867.0,16072.3173828125
2020-08-26,16348.349609375,16170.0,16290.5,16190.0498046875,116508.0,15975.4677734375
2020-08-27,16240.2998046875,16085.0,16235.0,16113.7001953125,127645.0,15900.130859375
2020-08-28,16368.0,16090.0,16156.0,16101.25,148489.0,15887.8447265625
2020-08-31,16287.0,15875.0,16215.0,15949.5498046875,221293.0,15738.1552734375
2020-09-01,16254.9501953125,15739.900390625,15995.0,16196.900390625,176947.0,15982.2275390625
2020-09-02,16260.0,15970.0,16191.0,15992.5498046875,106192.0,15780.5859375
2020-09-03,16439.599609375,15921.25,16050.0,16393.75,133887.0,16176.4677734375
2020-09-04,16423.900390625,16150.0,16155.0,16232.599609375,98932.0,16017.4541015625
2020-09-07,16515.0,15972.099609375,16241.0,16403.5,104808.0,16186.08984375
2020-09-08,16369.599609375,16100.0,16369.599609375,16126.5,105414.0,15912.759765625
2020-09-09,16350.0,16000.0,16000.0,16312.5,135800.0,16096.294921875
2020-09-10,16450.0,16201.25,16261.25,16420.69921875,77208.0,16203.060546875
2020-09-11,16400.0,16204.0,16400.0,16325.349609375,81228.0,16108.974609375
2020-09-14,16400.0,16040.0498046875,16400.0,16083.2998046875,102926.0,15870.1328125
2020-09-15,16165.900390625,16012.0,16090.0,16040.9501953125,94984.0,15828.3447265625
2020-09-16,16225.0,16050.0,16066.5,16197.7998046875,124262.0,15983.115234375
2020-09-17,16298.7998046875,16090.0,16240.0,16121.349609375,100681.0,15907.6787109375
2020-09-18,16250.0,15925.0,16250.0,16087.0498046875,197351.0,15873.8330078125
2020-09-21,16049.5,15154.5,16025.0,15430.75,277165.0,15226.232421875
2020-09-22,15430.0,15100.0,15430.0,15199.25,107120.0,14997.7998046875
2020-09-23,15398.9501953125,15130.0,15200.0498046875,15366.0498046875,131430.0,15162.388671875
2020-09-24,15438.2998046875,15175.0,15348.0,15258.849609375,111275.0,15056.6103515625
2020-09-25,15830.0,15301.0,15495.0,15736.7998046875,178269.0,15528.224609375
2020-09-28,15870.5498046875,15620.150390625,15820.0,15719.7998046875,54411.0,15511.451171875
2020-09-29,15851.0498046875,15575.0,15800.0,15620.849609375,48179.0,15413.8125
2020-09-30,16028.75,15605.0498046875,15629.9501953125,15918.650390625,103500.0,15707.666015625
2020-10-01,16050.0,15797.599609375,15919.0,16000.5,62638.0,15788.4306640625
2020-10-05,16140.0,15732.349609375,15998.0,16033.150390625,71081.0,15820.6474609375
2020-10-06,16128.0,15834.0498046875,16033.0,15876.849609375,75278.0,15666.4189453125
2020-10-07,16124.9501953125,15854.650390625,15956.2001953125,16114.400390625,99647.0,15900.8212890625
2020-10-08,16330.0,16052.0498046875,16100.0,16304.599609375,78576.0,16088.4990234375
2020-10-09,16350.0,15985.0,16250.0,16034.099609375,74246.0,15821.5849609375
2020-10-12,16149.599609375,15860.0,16100.0,15902.2001953125,58166.0,15691.43359375
2020-10-13,15979.25,15652.0,15880.0,15673.0,76235.0,15465.2705078125
2020-10-14,15820.0,15550.0,15674.0,15673.0498046875,66595.0,15465.3203125
2020-10-15,15788.0,15561.7998046875,15700.0,15602.75,50244.0,15395.9521484375
2020-10-16,15820.400390625,15375.0,15650.0,15430.25,132361.0,15225.73828125
2020-10-19,16178.0,15425.0498046875,15550.0,16093.150390625,182794.0,15879.853515625
