Date,High,Low,Open,Close,Volume,Adj Close
2020-08-10,970.0,925.0,925.0,960.0499877929688,11861641.0,931.2753295898438
2020-08-11,979.7000122070312,957.0999755859375,969.5999755859375,961.9000244140625,5427516.0,933.0699462890625
2020-08-12,956.0,945.0,952.0,949.75,3672458.0,921.2840576171875
2020-08-13,993.6500244140625,951.5499877929688,957.0,990.7000122070312,8816193.0,961.0066528320312
2020-08-14,1017.0,973.4000244140625,999.9500122070312,982.7999877929688,13443785.0,953.3434448242188
2020-08-17,1007.0,987.7000122070312,1002.0,1000.7999877929688,4735094.0,970.803955078125
2020-08-18,1008.0,995.4000244140625,1005.9500122070312,1004.5499877929688,4362050.0,974.4415893554688
2020-08-19,1024.949951171875,1005.4000244140625,1017.25,1009.0999755859375,4914223.0,978.8551635742188
2020-08-20,1005.0,981.0,986.0,995.75,4791040.0,965.9052734375
2020-08-21,1010.0,992.0,1010.0,994.1500244140625,2806380.0,964.3533325195312
2020-08-24,1001.4000244140625,990.0,996.0,991.3499755859375,2026255.0,961.6371459960938
2020-08-25,999.9000244140625,977.7999877929688,993.0,980.4000244140625,2914757.0,951.015380859375
2020-08-26,988.0,965.0,987.0,968.9500122070312,4482066.0,939.9086303710938
2020-08-27,980.0,965.2999877929688,975.25,975.5999755859375,4466609.0,946.3591918945312
2020-08-28,1004.7000122070312,978.2000122070312,988.0,981.8499755859375,7821191.0,952.421875
2020-08-31,995.4000244140625,940.4000244140625,988.0999755859375,944.9500122070312,8489726.0,916.6279296875
2020-09-01,966.0,943.2999877929688,964.9500122070312,955.2000122070312,5099949.0,926.5706787109375
2020-09-02,959.7999877929688,948.0,956.4500122070312,955.5499877929688,2107714.0,926.9102172851562
2020-09-03,971.0,953.2999877929688,960.0,961.1500244140625,3278899.0,932.3423461914062
2020-09-04,956.1500244140625,940.0,948.0,942.5,3130721.0,914.2513427734375
2020-09-07,950.75,916.25,947.1500244140625,932.1500244140625,3470806.0,904.2115478515625
2020-09-08,936.0,912.9500122070312,936.0,916.7000122070312,3738931.0,889.224609375
2020-09-09,928.0,901.0,907.5499877929688,909.5,5656245.0,882.2404174804688
2020-09-10,923.0,912.0,917.7000122070312,920.9500122070312,2948599.0,893.3472900390625
2020-09-11,921.5499877929688,912.0,920.0,917.4000244140625,2632298.0,889.9036865234375
2020-09-14,923.3499755859375,901.0,922.4000244140625,902.0999755859375,5006356.0,875.0621337890625
2020-09-15,915.2000122070312,900.0,910.0,909.9500122070312,4488829.0,882.6769409179688
2020-09-16,924.0,911.3499755859375,915.0,921.7999877929688,3596197.0,894.1717529296875
2020-09-17,917.9500122070312,905.0499877929688,915.0,906.2999877929688,4512652.0,879.1362915039062
2020-09-18,914.0999755859375,897.0,911.2000122070312,900.7000122070312,7496145.0,873.7041625976562
2020-09-21,903.7999877929688,874.2999877929688,901.0,881.8499755859375,4597697.0,855.4191284179688
2020-09-22,887.9500122070312,852.0,887.9500122070312,856.5,5089087.0,830.8289184570312
2020-09-23,873.7000122070312,854.5499877929688,866.2000122070312,860.5999755859375,3709291.0,834.8060302734375
2020-09-24,859.9000244140625,843.0,856.0,850.7000122070312,11609426.0,825.2028198242188
2020-09-25,895.4000244140625,852.0,860.0999755859375,889.25,4961967.0,862.5973510742188
2020-09-28,917.5,893.0,898.0,902.8499755859375,3853608.0,875.7897338867188
2020-09-29,912.8499755859375,892.4000244140625,909.9500122070312,895.4500122070312,3362381.0,868.611572265625
2020-09-30,904.5,884.0999755859375,897.7999877929688,901.5999755859375,3582787.0,874.5771484375
2020-10-01,913.5999755859375,900.7000122070312,909.9500122070312,902.7999877929688,2506154.0,875.7412109375
2020-10-05,908.5499877929688,895.0499877929688,907.9500122070312,896.9500122070312,2788003.0,870.0665893554688
2020-10-06,904.5499877929688,888.25,901.0499877929688,892.5999755859375,3497325.0,865.846923828125
2020-10-07,895.0,876.0499877929688,895.0,887.9000244140625,5073845.0,861.287841796875
2020-10-08,894.0,879.0499877929688,890.2999877929688,881.0499877929688,3918217.0,854.64306640625
2020-10-09,914.9500122070312,885.5999755859375,887.4000244140625,908.4500122070312,9668150.0,881.221923828125
2020-10-12,925.75,902.0499877929688,916.9500122070312,905.75,6188905.0,878.602783203125
2020-10-13,915.7000122070312,888.8499755859375,907.9500122070312,896.4500122070312,4548652.0,869.58154296875
2020-10-14,917.0,887.2000122070312,897.0,915.2000122070312,5286914.0,887.7695922851562
2020-10-15,919.0,885.4000244140625,913.0,888.7999877929688,4927777.0,862.1608276367188
2020-10-16,903.5,889.5,894.0,894.0999755859375,2373435.0,867.3019409179688
2020-10-19,906.0,884.0,899.0,902.9000244140625,5800391.0,875.8382568359375
2020-10-20,935.5,913.0,919.0,917.2999877929688,13188572.0,889.806640625
2020-10-21,931.0,908.6500244140625,924.9500122070312,924.4500122070312,6390783.0,896.7423706054688
2020-10-22,939.0,920.1500244140625,922.0,936.2999877929688,6151367.0,908.2371826171875
2020-10-23,948.5,928.0,940.0,941.25,5102184.0,913.0387573242188
2020-10-26,959.25,943.0,949.8499755859375,951.75,6975809.0,923.22412109375
2020-10-27,986.0,955.1500244140625,960.0,981.9500122070312,9638520.0,952.5189819335938
2020-10-28,994.6500244140625,974.2000122070312,989.9500122070312,982.8499755859375,7369181.0,953.3919677734375
2020-10-29,958.7999877929688,926.0,951.0999755859375,934.5,11852038.0,906.4910888671875
2020-10-30,946.7999877929688,924.2000122070312,941.0,929.5,4797473.0,901.6409912109375
2020-11-02,937.9500122070312,920.6500244140625,930.0,929.2999877929688,3682174.0,901.4469604492188
2020-11-03,952.9000244140625,932.5,944.9000244140625,947.75,4049112.0,919.343994140625
2020-11-04,950.6500244140625,930.0,934.25,939.8499755859375,3369408.0,929.3309326171875
2020-11-05,959.7999877929688,944.2999877929688,952.0,958.0999755859375,2889134.0,947.3766479492188
2020-11-06,967.5,950.0999755859375,959.0,960.75,3419233.0,949.9970092773438
2020-11-09,974.5999755859375,962.4000244140625,971.0,965.8499755859375,3040456.0,955.0399169921875
2020-11-10,1036.9000244140625,971.5999755859375,975.0,1033.699951171875,12149416.0,1022.1304931640625
2020-11-11,1062.800048828125,1021.25,1040.0,1059.449951171875,10254627.0,1047.59228515625
