Date,High,Low,Open,Close,Volume,Adj Close
2020-08-10,2718.0,2674.14990234375,2718.0,2702.14990234375,684596.0,2688.802490234375
2020-08-11,2775.0,2704.0,2725.0,2712.85009765625,1617202.0,2699.449951171875
2020-08-12,2796.0,2705.300048828125,2721.0,2774.0,1798834.0,2760.297607421875
2020-08-13,2820.0,2746.300048828125,2790.0,2809.64990234375,1299029.0,2795.771484375
2020-08-14,2843.5,2756.050048828125,2800.5,2803.800048828125,2158769.0,2789.95068359375
2020-08-17,2934.10009765625,2810.0,2812.800048828125,2927.199951171875,2723654.0,2912.740966796875
2020-08-18,2964.0,2905.300048828125,2927.0,2924.14990234375,1530968.0,2909.705810546875
2020-08-19,2998.800048828125,2921.449951171875,2945.949951171875,2933.050048828125,2016727.0,2918.562255859375
2020-08-20,2964.89990234375,2892.64990234375,2912.0,2956.050048828125,1185217.0,2941.448486328125
2020-08-21,3049.75,2957.050048828125,2978.699951171875,3033.449951171875,2012976.0,3018.466064453125
2020-08-24,3075.5,3001.050048828125,3037.0,3015.050048828125,1706107.0,3000.1572265625
2020-08-25,3052.949951171875,2957.85009765625,3044.0,2969.75,1323587.0,2955.080810546875
2020-08-26,3181.35009765625,3070.0,3110.0,3160.75,4651022.0,3145.137451171875
2020-08-27,3170.0,3107.5,3159.0,3141.75,1431518.0,3126.231201171875
2020-08-28,3164.0,3050.64990234375,3119.050048828125,3059.300048828125,1838010.0,3044.1884765625
2020-08-31,3088.89990234375,2966.10009765625,3070.0,3006.050048828125,1808588.0,2991.20166015625
2020-09-01,3074.300048828125,2975.5,3030.050048828125,2995.60009765625,1357833.0,2980.80322265625
2020-09-02,3039.800048828125,2876.14990234375,3034.949951171875,2943.550048828125,2809547.0,2929.01025390625
2020-09-03,3006.14990234375,2930.949951171875,2975.0,2941.39990234375,1512714.0,2926.87060546875
2020-09-04,2976.5,2867.60009765625,2918.85009765625,2915.199951171875,1508195.0,2900.800048828125
2020-09-07,2934.89990234375,2852.0,2930.0,2860.14990234375,1476038.0,2846.022216796875
2020-09-08,2903.199951171875,2852.0,2871.0,2863.199951171875,1263479.0,2849.05712890625
2020-09-09,2920.0,2830.199951171875,2847.0,2904.0,1995585.0,2889.655517578125
2020-09-10,2957.39990234375,2888.25,2920.0,2948.75,1629594.0,2934.184326171875
2020-09-11,3007.699951171875,2948.75,2949.14990234375,2992.25,1525239.0,2977.4697265625
2020-09-14,3039.0,2956.0,3014.949951171875,3028.5,1537220.0,3013.540771484375
2020-09-15,3051.699951171875,3005.050048828125,3028.5,3037.14990234375,915275.0,3022.147705078125
2020-09-16,3105.0,3024.64990234375,3033.0,3056.199951171875,1603512.0,3041.103759765625
2020-09-17,3098.0,3030.050048828125,3042.800048828125,3061.0,914287.0,3045.880126953125
2020-09-18,3121.85009765625,3075.10009765625,3080.0,3112.64990234375,1362732.0,3097.27490234375
2020-09-21,3124.449951171875,3033.050048828125,3122.0,3055.35009765625,826132.0,3040.258056640625
2020-09-22,3052.0,2960.0,3040.0,3000.14990234375,1099375.0,2985.33056640625
2020-09-23,3043.0,2924.949951171875,3000.5,2956.75,1256820.0,2942.14501953125
2020-09-24,2949.0,2900.0,2911.35009765625,2918.300048828125,1020064.0,2903.885009765625
2020-09-25,3015.14990234375,2925.10009765625,2934.550048828125,3002.0,1263899.0,2987.17138671875
2020-09-28,3095.75,2992.5,3047.0,3088.89990234375,1422073.0,3073.64208984375
2020-09-29,3222.050048828125,3104.5,3105.0,3174.949951171875,3394236.0,3159.26708984375
2020-09-30,3198.0,3135.0,3198.0,3147.300048828125,1175373.0,3131.75390625
2020-10-01,3199.0,3111.699951171875,3165.0,3151.449951171875,1459005.0,3135.88330078125
2020-10-05,3230.0,3094.199951171875,3225.0,3129.199951171875,1374983.0,3113.7431640625
2020-10-06,3177.89990234375,3117.0,3142.60009765625,3136.35009765625,849216.0,3120.858154296875
2020-10-07,3249.949951171875,3138.050048828125,3140.0,3233.64990234375,2071160.0,3217.67724609375
2020-10-08,3292.800048828125,3235.64990234375,3250.0,3279.14990234375,1414044.0,3262.952392578125
2020-10-09,3340.0,3267.050048828125,3300.0,3327.39990234375,1358012.0,3310.964111328125
