Date,High,Low,Open,Close,Volume,Adj Close
2020-08-10,3556.85009765625,3413.199951171875,3494.0,3442.949951171875,7129245.0,3437.3955078125
2020-08-11,3494.550048828125,3404.699951171875,3462.300048828125,3457.39990234375,5571818.0,3451.822265625
2020-08-12,3450.0,3362.0,3425.0,3418.25,5662527.0,3412.735595703125
2020-08-13,3472.0,3401.0,3450.0,3419.64990234375,4663359.0,3414.133056640625
2020-08-14,3448.800048828125,3306.199951171875,3425.0,3331.10009765625,5531335.0,3325.72607421875
2020-08-17,3399.5,3312.39990234375,3350.0,3384.800048828125,4670572.0,3379.339599609375
2020-08-18,3437.949951171875,3366.60009765625,3399.0,3419.89990234375,4706298.0,3414.3828125
2020-08-19,3465.0,3401.0,3447.0,3409.949951171875,4198849.0,3404.44873046875
2020-08-20,3414.5,3353.050048828125,3378.0,3393.800048828125,3677459.0,3388.324951171875
2020-08-21,3440.0,3380.0,3430.0,3389.300048828125,2627380.0,3383.832275390625
2020-08-24,3515.0,3401.050048828125,3403.0,3492.050048828125,6205575.0,3486.41650390625
2020-08-25,3660.0,3510.0,3525.0,3642.89990234375,9854059.0,3637.02294921875
2020-08-26,3707.0,3631.0,3665.0,3645.550048828125,6665085.0,3639.6689453125
2020-08-27,3668.39990234375,3596.39990234375,3656.949951171875,3632.5,4611062.0,3626.639892578125
2020-08-28,3688.0,3617.050048828125,3650.0,3670.800048828125,4251328.0,3664.878173828125
2020-08-31,3749.85009765625,3465.0,3715.0,3487.800048828125,8529766.0,3482.17333984375
2020-09-01,3674.0,3500.199951171875,3517.0,3643.85009765625,6065182.0,3637.9716796875
2020-09-02,3680.0,3573.449951171875,3642.699951171875,3668.64990234375,4281011.0,3662.7314453125
2020-09-03,3676.75,3605.0,3668.0,3619.699951171875,3221366.0,3613.8603515625
2020-09-04,3649.800048828125,3520.75,3541.5,3596.800048828125,4914649.0,3590.99755859375
2020-09-07,3629.0,3477.60009765625,3607.0,3505.14990234375,4665168.0,3499.4951171875
2020-09-08,3574.89990234375,3475.0,3520.0,3500.0,4448703.0,3494.353515625
